
# Curve 0 of 1, 501 points
# x y type
  10.65515     -93.4471617863  i
  10.65721     -93.4470825745  i
  10.65926     -93.4470029503  i
  10.66131     -93.4469229156  i
  10.66336     -93.4468424725  i
  10.66542     -93.4467616230  i
  10.66747     -93.4466803689  i
  10.66952     -93.4465987124  i
  10.67157     -93.4465166555  i
  10.67363     -93.4464342000  i
  10.67568     -93.4463513471  i
  10.67773     -93.4462680938  i
  10.67978     -93.4461844365  i
  10.68184     -93.4461003712  i
  10.68389     -93.4460158941  i
  10.68594     -93.4459310015  i
  10.68800     -93.4458456896  i
  10.69005     -93.4457599544  i
  10.69210     -93.4456737923  i
  10.69415     -93.4455871994  i
  10.69621     -93.4455001719  i
  10.69826     -93.4454127060  i
  10.70031     -93.4453247979  i
  10.70236     -93.4452364437  i
  10.70442     -93.4451476397  i
  10.70647     -93.4450583821  i
  10.70852     -93.4449686669  i
  10.71057     -93.4448784905  i
  10.71263     -93.4447878490  i
  10.71468     -93.4446967387  i
  10.71673     -93.4446051556  i
  10.71878     -93.4445130960  i
  10.72084     -93.4444205561  i
  10.72289     -93.4443275320  i
  10.72494     -93.4442340200  i
  10.72700     -93.4441400202  i
  10.72905     -93.4440455482  i
  10.73110     -93.4439506239  i
  10.73315     -93.4438552668  i
  10.73521     -93.4437594966  i
  10.73726     -93.4436633331  i
  10.73931     -93.4435667958  i
  10.74136     -93.4434699044  i
  10.74342     -93.4433726787  i
  10.74547     -93.4432751382  i
  10.74752     -93.4431773027  i
  10.74957     -93.4430791918  i
  10.75163     -93.4429808251  i
  10.75368     -93.4428822225  i
  10.75573     -93.4427834034  i
  10.75778     -93.4426843877  i
  10.75984     -93.4425851949  i
  10.76189     -93.4424858448  i
  10.76394     -93.4423863569  i
  10.76600     -93.4422867511  i
  10.76805     -93.4421870469  i
  10.77010     -93.4420872640  i
  10.77215     -93.4419874221  i
  10.77421     -93.4418875409  i
  10.77626     -93.4417876400  i

