9.74994785000000000000  224.67
9.80126336500000000000  197.95
9.85257888000000000000  172.81
9.90389439500000000000  149.16
9.95520991000000000000  126.92
10.00652542500000000000  106.03
10.05784094000000000000  86.42
10.10915645500000000000  68.02
10.16047197000000000000  50.78
10.21178748500000000000  34.63
10.26310300000000000000  19.53
10.31441851500000000000  5.42
10.36573403000000000000  -7.72
10.41704954500000000000  -20.00
10.46836506000000000000  -31.43
10.51968057500000000000  -42.05
10.57099609000000000000  -51.90
10.62231160500000000000  -61.04
10.67362712000000000000  -69.49
10.72494263500000000000  -77.29
10.77625815000000000000  -84.46
